x,tangent,cot,sin,cosec,cos,sec
18,0.636619058822615,0.7393018469407664,1.3526274878630473,0.5944801947561504,1.6821418254483473,0.8041102524173469,1.2436105583702755
19,0.6664312287572047,0.7864617574357385,1.2715176428419148,0.6181847582792652,1.6176393652660224,0.7860328266880502,1.2722114981043484
20,0.6962433986917945,0.8358868845510993,1.1963341194628687,0.641339941222319,1.5592354938850634,0.7672568538585709,1.3033444992650802
21,0.7260555686263842,0.8878390419224451,1.1263302837355427,0.663925165582269,1.5061938481018264,0.7477990201294441,1.3372577030482065
22,0.7558677385609739,0.9426170131364933,1.060876247790785,0.6859203598780678,1.457895199637702,0.7276766176707494,1.374236818548522
23,0.7856799084955637,1.0005636490164924,0.9994366685047509,0.7073059769881811,1.413815282967289,0.7069075292545657,1.4146121785610353
24,0.8154920784301534,1.062074639286401,0.9415534116056963,0.7280630115221077,1.3735074906626195,0.6855102123625579,1.4587674727026712
25,0.845304248364743,1.1276094407984754,0.8868318797436519,0.7481730167104639,1.336589234929587,0.6635036827828192,1.5071506397762138
26,0.8751164182993328,1.1977050097568056,0.8349301304192176,0.7676181207986205,1.3027311014487415,0.6409074977105468,1.5602875665711595
27,0.9049285882339225,1.2729932172098293,0.785550140001389,0.7863810429293251,1.271648151988671,0.6177417383675696,1.6187994721589922
28,0.9347407581685122,1.3542231567293856,0.738430734278036,0.8044451085001947,1.2430928964990506,0.594026992156173,1.6834251864048198
29,0.964552928103102,1.4422900287370108,0.6933418245120111,0.8217942639824276,1.2168495739480885,0.5697843343630816,1.755050006978208
30,0.9943650980376917,1.538272982835922,0.6500796745168239,0.8384130911875702,1.1927294677419098,0.5450353094298598,1.8347435160596495
31,1.0241772679722816,1.643485338483861,0.6084629881289446,0.8542868209696551,1.170567045462499,0.519801911806373,1.9238097769299884
32,1.0539894379068713,1.7595421827264315,0.5683296540526742,0.8694013463505358,1.1502167603002629,0.49410656640432915,2.023854909027249
33,1.083801607841461,1.8884527917094693,0.5295340208609493,0.8837432350567538,1.1315503874106376,0.46797210866826583,2.13687948806555
34,1.1136137777760506,2.03274920736389,0.49194460210702534,0.8972997414567951,1.114454795647737,0.44142176428169977,2.265407102495824
35,1.1434259477106405,2.195668624192282,0.45544213228800356,0.9100588178881288,1.0988300759730976,0.41447912852646934,2.4126667211329518
36,1.1732381176452302,2.381417832340281,0.4199179104228316,0.9220091253639598,1.084587963926337,0.38716814531361665,2.5828571180358164
37,1.20305028757982,2.5955662818299006,0.38527238044369644,0.9331400436501833,1.0716505060572465,0.3595130859044409,2.7815399194281385
38,1.2328624575144096,2.8456471960323566,0.3514139073158068,0.9434416807035828,1.0599489300220848,0.3315385273406378,3.0162407006548424
39,1.2626746274489993,3.142107642632924,0.31825771543652515,0.9529048814628855,1.049422685782462,0.30326933060269073,3.297399041349444
40,1.2924867973835892,3.499869221635822,0.2857249618980348,0.961521235984862,1.0400186314925486,0.274730618515926,3.639929198288579
41,1.3222989673181789,3.9410121597970975,0.2537419219867327,0.96928308691824,1.0316903425803312,0.2459477534238675,4.065904185254318
42,1.3521111372527685,4.499654847280473,0.22223926810839406,0.9761835363087898,1.0243975264951368,0.2169463146487294,4.609435295635969
43,1.3819233071873582,5.231454553876054,0.19115142637702678,0.9822164517295339,1.01810552881613,0.18775207575908248,5.326172805051532
44,1.411735477121948,6.2337922358460025,0.16041599754475738,0.9873764717306321,1.0127849190564993,0.1583909816648923,6.3134907649963266
45,1.4415476470565376,7.6938919888960005,0.1299732309009826,0.9916590106041011,1.0084111466811738,0.12888912556028675,7.758606442963715
46,1.4713598169911275,10.023500967626653,0.09976554132430819,0.9950602624591307,1.004964259680777,0.09927272573454336,10.073260229340471
47,1.5011719869257172,14.339577651627886,0.0697370609019629,0.9975772046043784,1.0024286795893482,0.06956810227190544,14.374403891190267
48,1.5309841568603069,25.104675517918096,0.03983321749314245,0.9992076002342333,1.0007930281610957,0.03980165366093114,25.12458423257898
49,1.5607963267948965,99.99666664444354,0.010000333346667277,0.9999500004166653,1.000050002083418,0.009999833334166736,100.00166668611061
